monthly_upi_transactions,avg_transaction_amount,bill_payment_timeliness,mobile_recharge_frequency,age,location_type,income,occupation,savings_ratio,spending_ratio,payment_delay_days,loan_repaid,digital_activity_score,financial_discipline_score,is_underbanked
18,829.09,0.518,7,20,rural,64943.42,artisan,0.435,0.942,0,0,14.923620000000001,0.47650000000000003,0
19,636.48,0.848,4,27,rural,26071.42,small_business,0.01,0.562,0,1,12.09312,0.429,0
19,333.55,0.739,4,55,urban,21960.76,artisan,0.277,0.722,7,0,6.33745,0.508,0
15,1089.94,0.881,14,18,urban,51025.67,small_business,0.049,0.642,8,1,16.3491,0.465,0
16,688.68,0.662,15,44,urban,39553.84,driver,0.176,0.43,16,0,11.01888,0.41900000000000004,0
13,50.0,1.0,11,25,rural,7417.06,driver,0.135,0.619,3,0,0.65,0.5675,0
24,738.48,0.747,7,59,rural,25469.24,artisan,0.106,0.375,3,1,17.72352,0.4265,0
26,464.79,1.0,1,34,rural,38728.18,teacher,0.246,0.784,8,0,12.08454,0.623,0
11,1287.99,1.0,5,26,rural,39224.34,gig_worker,0.069,0.568,16,0,14.16789,0.5345,0
15,767.1,0.995,14,23,rural,43617.45,driver,0.01,0.618,18,1,11.5065,0.5025,0
24,718.64,0.666,14,60,rural,18594.25,small_business,0.154,0.794,1,0,17.24736,0.41000000000000003,0
13,1004.37,1.0,6,42,urban,39641.73,teacher,0.098,0.571,15,0,13.056809999999999,0.549,0
9,1687.46,0.871,7,56,rural,59047.41,artisan,0.152,0.287,1,1,15.18714,0.5115,0
13,1053.03,0.892,7,45,rural,6000.0,teacher,0.099,0.744,0,0,13.68939,0.4955,0
24,455.18,0.806,12,50,urban,36916.98,teacher,0.294,0.557,9,0,10.92432,0.55,0
16,71.53,0.821,7,54,rural,12084.53,farmer,0.305,0.62,16,0,1.14448,0.563,0
16,1515.12,0.829,2,26,rural,41419.83,gig_worker,0.024,0.78,6,0,24.241919999999997,0.4265,0
18,50.0,0.543,6,35,urban,14913.87,artisan,0.397,0.5,15,1,0.9,0.47000000000000003,0
7,839.17,0.866,9,38,urban,44413.34,gig_worker,0.318,0.743,2,0,5.87419,0.592,1
21,2024.69,0.964,7,19,rural,71279.45,driver,0.149,0.688,8,1,42.51849,0.5565,0
28,50.0,0.717,7,60,rural,24369.74,student,0.199,0.673,14,0,1.4,0.45799999999999996,0
21,291.49,0.801,13,55,rural,26980.06,gig_worker,0.361,0.633,10,1,6.12129,0.581,0
20,949.61,0.514,14,57,urban,33542.68,nurse,0.151,0.723,6,0,18.9922,0.3325,0
23,447.12,1.0,2,53,urban,47736.28,small_business,0.33,0.794,3,1,10.283760000000001,0.665,0
25,792.16,1.0,14,60,urban,23657.17,driver,0.263,0.369,6,1,19.804,0.6315,0
20,1062.56,0.859,15,54,urban,35156.2,artisan,0.344,0.819,15,0,21.251199999999997,0.6014999999999999,0
24,1134.63,0.884,13,32,urban,29949.18,gig_worker,0.306,0.617,7,1,27.231120000000004,0.595,0
24,1403.99,0.873,13,45,rural,33602.51,small_business,0.128,0.373,0,1,33.69576,0.5005,0
22,59.21,0.955,14,35,urban,47947.4,artisan,0.241,0.642,9,1,1.3026200000000001,0.598,0
23,1483.14,0.865,7,51,urban,51919.15,artisan,0.344,0.497,7,0,34.11222,0.6045,0
28,1523.32,1.0,9,39,urban,15417.59,driver,0.33,0.875,10,1,42.65296,0.665,0
23,1272.85,0.944,3,28,urban,47877.15,nurse,0.317,0.421,7,1,29.27555,0.6305,0
16,284.2,0.959,2,30,rural,98623.71,small_business,0.185,0.716,7,0,4.5472,0.572,0
28,258.55,0.889,6,21,rural,69796.05,student,0.438,0.722,13,0,7.239400000000001,0.6635,0
20,998.3,0.949,12,39,rural,30446.56,student,0.27,0.749,23,0,19.966,0.6094999999999999,0
22,1171.93,0.682,13,24,urban,44374.26,student,0.468,0.797,6,1,25.782460000000004,0.5750000000000001,0
32,1437.73,0.476,2,60,urban,41395.59,nurse,0.043,0.589,14,1,46.00736,0.2595,0
13,609.56,0.806,1,41,urban,50270.18,small_business,0.175,0.47,0,0,7.924279999999999,0.49050000000000005,0
15,1163.3,1.0,10,21,urban,34400.14,farmer,0.194,0.3,7,1,17.4495,0.597,0
27,1136.11,0.939,12,45,rural,37155.3,artisan,0.344,0.708,6,1,30.67497,0.6415,0
27,522.79,0.953,4,32,urban,28845.17,farmer,0.102,0.582,0,1,14.115329999999998,0.5275,0
32,629.66,0.639,9,18,rural,61717.89,small_business,0.101,0.891,11,1,20.14912,0.37,0
12,51.68,0.901,10,20,urban,47597.48,student,0.363,0.792,14,0,0.6201599999999999,0.632,0
17,318.02,0.623,14,31,rural,47734.01,small_business,0.197,0.931,11,0,5.40634,0.41000000000000003,0
21,535.0,0.817,3,55,rural,63930.82,nurse,0.305,0.413,8,1,11.235,0.5609999999999999,0
14,1110.96,0.773,3,18,rural,64197.12,artisan,0.095,0.506,4,0,15.55344,0.434,0
17,1981.31,0.904,6,55,rural,60800.96,gig_worker,0.325,0.761,17,0,33.682269999999995,0.6145,0
20,1092.39,0.826,13,55,rural,63656.95,artisan,0.347,0.92,10,1,21.847800000000003,0.5865,0
23,227.7,0.981,6,38,rural,70128.03,teacher,0.411,1.116,5,1,5.2371,0.696,0
25,611.31,1.0,15,46,urban,24600.86,small_business,0.07,0.758,20,0,15.282749999999998,0.535,0
11,1375.12,1.0,8,22,urban,36623.79,driver,0.041,0.685,0,1,15.12632,0.5205,0
21,448.44,1.0,13,27,rural,54761.07,driver,0.206,0.834,8,1,9.41724,0.603,0
31,1599.6,0.684,10,45,rural,26060.47,driver,0.402,0.569,9,1,49.5876,0.543,0
18,1192.26,0.747,6,38,urban,35461.42,farmer,0.086,0.538,22,1,21.46068,0.4165,0
16,724.24,0.751,8,24,urban,45499.51,gig_worker,0.058,0.783,6,0,11.58784,0.4045,0
16,50.0,0.471,8,20,rural,37857.56,nurse,0.145,0.807,3,1,0.8,0.308,0
24,1353.75,0.871,7,37,urban,43188.34,gig_worker,0.248,0.673,11,1,32.49,0.5595,0
34,1171.84,0.803,5,36,urban,21382.95,farmer,0.237,0.528,0,1,39.84256,0.52,0
17,1086.31,1.0,4,52,urban,41320.42,gig_worker,0.087,0.862,0,1,18.46727,0.5435,0
32,2187.55,0.984,1,21,rural,44412.43,gig_worker,0.11,0.44,0,1,70.00160000000001,0.547,0
27,381.97,0.9,13,22,urban,71070.08,artisan,0.206,0.7,6,1,10.31319,0.553,0
17,1610.79,0.869,6,18,rural,37164.67,driver,0.108,0.751,10,1,27.38343,0.4885,0
16,756.75,0.719,8,21,urban,30295.25,small_business,0.062,0.57,16,1,12.108,0.39049999999999996,0
25,977.57,0.855,11,29,rural,54832.99,driver,0.299,0.944,11,0,24.43925,0.577,0
31,1006.07,0.889,14,44,rural,6000.0,gig_worker,0.133,0.666,5,1,31.188170000000003,0.511,0
31,1267.3,0.815,4,59,urban,36287.73,small_business,0.145,0.599,7,0,39.2863,0.48,0
27,492.74,0.817,7,40,urban,32753.16,artisan,0.168,0.294,11,1,13.30398,0.4925,0
22,2046.9,0.846,3,42,urban,46696.59,nurse,0.264,1.249,12,0,45.031800000000004,0.5549999999999999,0
17,297.22,0.858,13,38,urban,64432.07,teacher,0.228,0.653,4,0,5.052740000000001,0.543,0
16,671.62,0.982,14,41,rural,69923.06,small_business,0.136,0.397,12,0,10.74592,0.5589999999999999,0
16,1771.69,0.349,5,42,urban,46445.06,farmer,0.198,0.505,6,0,28.34704,0.27349999999999997,0
12,1439.91,0.87,7,49,rural,14069.69,driver,0.188,0.882,2,1,17.278920000000003,0.529,0
23,671.66,0.867,12,49,urban,32744.64,artisan,0.438,0.497,7,1,15.448179999999999,0.6525,0
19,1190.15,0.973,11,22,urban,34718.1,artisan,0.217,0.751,15,0,22.61285,0.595,0
12,311.31,0.802,9,53,urban,48609.88,driver,0.097,0.788,1,1,3.73572,0.4495,0
18,444.71,0.443,9,59,rural,43012.44,gig_worker,0.01,0.618,2,0,8.00478,0.2265,0
27,667.93,0.493,7,59,urban,29610.63,gig_worker,0.362,0.55,8,0,18.03411,0.4275,0
20,1563.2,0.446,4,56,rural,19470.33,gig_worker,0.207,0.72,15,0,31.264,0.3265,0
21,50.0,1.0,6,33,urban,26365.62,student,0.268,0.781,3,0,1.05,0.634,0
20,1290.26,0.561,13,50,urban,25703.76,artisan,0.337,0.392,14,0,25.8052,0.44900000000000007,0
22,652.22,1.0,14,38,rural,71188.39,gig_worker,0.107,0.286,14,1,14.348840000000001,0.5535,0
21,1160.58,0.753,4,26,rural,28146.15,driver,0.103,0.883,10,1,24.37218,0.428,0
24,1141.92,0.782,3,23,urban,43082.45,student,0.229,0.784,16,1,27.406080000000003,0.5055000000000001,0
17,836.58,1.0,9,52,rural,59431.95,small_business,0.566,0.737,4,1,14.221860000000001,0.7829999999999999,0
28,472.24,0.871,5,56,urban,45508.17,nurse,0.112,0.544,18,1,13.22272,0.4915,0
11,516.56,0.574,8,39,rural,22451.95,small_business,0.142,0.882,18,0,5.68216,0.358,0
28,693.21,0.842,3,58,rural,59731.53,farmer,0.345,0.879,18,1,19.40988,0.5934999999999999,0
21,50.0,0.993,9,22,rural,48375.37,student,0.309,0.691,12,1,1.05,0.651,0
30,894.72,0.724,1,59,rural,6000.0,driver,0.145,0.627,0,0,26.841600000000003,0.4345,0
17,497.11,1.0,2,40,urban,64422.99,student,0.01,0.749,12,1,8.45087,0.505,0
18,618.5,0.595,13,34,rural,57720.83,small_business,0.181,0.727,17,1,11.133,0.388,0
19,747.05,0.441,4,29,urban,48093.01,driver,0.492,0.573,0,1,14.19395,0.4665,0
17,1225.14,1.0,2,40,urban,71425.74,artisan,0.153,0.395,11,0,20.82738,0.5765,0
27,1469.11,0.667,9,33,urban,57308.42,farmer,0.342,0.724,10,0,39.665969999999994,0.5045000000000001,0
19,1536.38,0.645,13,20,rural,62302.95,artisan,0.054,0.652,3,1,29.19122,0.34950000000000003,0
19,1055.32,0.73,7,47,rural,60655.23,teacher,0.346,0.807,0,1,20.05108,0.538,0
21,655.15,0.645,15,39,urban,55626.79,teacher,0.353,0.986,4,0,13.758149999999999,0.499,0
12,196.08,0.982,13,26,rural,9764.11,teacher,0.224,0.454,11,0,2.35296,0.603,0
23,2070.44,0.736,2,46,rural,11913.59,driver,0.404,0.763,3,0,47.62012,0.5700000000000001,0
17,1740.48,0.606,11,54,urban,57315.13,small_business,0.204,0.421,18,1,29.58816,0.40499999999999997,0
22,1295.98,0.771,11,40,urban,64169.71,driver,0.517,0.935,8,0,28.511560000000003,0.644,0
19,1179.03,0.657,15,30,rural,29306.88,artisan,0.202,0.502,8,0,22.40157,0.4295,0
22,673.0,0.813,4,49,urban,21952.27,nurse,0.17,0.55,6,1,14.806,0.4915,0
17,915.23,0.648,13,40,urban,46727.7,artisan,0.27,0.576,5,1,15.55891,0.459,0
18,1310.31,0.785,6,34,rural,15863.01,small_business,0.04,0.73,6,0,23.585579999999997,0.41250000000000003,0
15,50.0,0.789,2,57,rural,38959.84,artisan,0.256,0.733,7,0,0.75,0.5225,0
20,543.92,1.0,9,38,rural,35608.08,artisan,0.097,0.788,5,1,10.8784,0.5485,0
22,855.29,1.0,3,19,rural,37959.78,farmer,0.366,0.902,4,0,18.81638,0.683,0
17,50.0,0.851,2,54,urban,75919.76,gig_worker,0.353,0.628,12,0,0.85,0.602,0
16,106.24,0.765,12,23,urban,30588.15,teacher,0.106,0.56,7,0,1.69984,0.4355,0
21,520.9,0.763,4,35,rural,42961.36,small_business,0.153,0.511,14,0,10.9389,0.458,0
27,893.0,0.843,14,47,urban,18381.19,student,0.365,0.707,8,0,24.111,0.604,0
13,1605.16,0.669,5,39,rural,58926.73,student,0.512,0.679,2,1,20.86708,0.5905,0
20,626.41,0.752,4,50,urban,38767.46,student,0.222,0.431,0,0,12.528199999999998,0.487,0
17,1790.56,0.775,12,47,urban,63209.55,student,0.345,0.81,7,0,30.43952,0.56,0
21,486.36,0.816,14,34,urban,6000.0,small_business,0.333,0.603,15,1,10.21356,0.5745,0
21,787.12,0.849,14,60,rural,40953.64,teacher,0.334,0.956,18,1,16.52952,0.5915,0
19,109.51,0.951,3,49,urban,44378.3,artisan,0.01,0.651,21,0,2.08069,0.4805,0
27,632.05,0.986,3,59,urban,58407.42,farmer,0.084,0.486,15,0,17.06535,0.535,0
24,50.0,0.918,12,31,urban,30444.02,driver,0.441,0.73,20,1,1.2,0.6795,0
19,2542.89,1.0,15,27,rural,56162.85,driver,0.102,0.869,2,0,48.31491,0.551,0
26,327.47,0.938,14,53,urban,32506.16,artisan,0.188,0.756,11,0,8.514220000000002,0.563,0
21,1029.51,0.81,15,51,urban,43687.63,artisan,0.516,0.906,2,1,21.619709999999998,0.663,0
15,611.52,0.805,13,26,urban,58595.13,gig_worker,0.146,0.54,11,1,9.172799999999999,0.47550000000000003,0
28,732.39,0.984,3,59,rural,25264.15,student,0.241,0.795,14,1,20.506919999999997,0.6125,0
19,811.78,0.776,3,45,urban,55330.52,small_business,0.283,0.901,4,1,15.42382,0.5295,0
18,1324.73,0.893,6,28,urban,48028.25,teacher,0.395,0.743,10,0,23.84514,0.644,0
18,1104.09,0.911,15,31,urban,35993.87,artisan,0.312,0.876,8,1,19.87362,0.6115,0
30,970.9,0.375,4,56,rural,29972.28,artisan,0.143,0.699,9,1,29.127,0.259,0
10,1139.84,0.551,13,36,rural,6000.0,nurse,0.222,0.888,6,0,11.398399999999999,0.3865,0
15,1035.56,0.977,7,32,urban,40555.21,farmer,0.186,0.805,0,0,15.5334,0.5815,0
20,211.92,0.9,7,45,rural,36023.97,driver,0.356,0.626,18,0,4.2383999999999995,0.628,0
24,725.91,0.323,4,41,rural,53504.37,farmer,0.214,0.614,11,0,17.42184,0.2685,0
21,1191.9,0.332,1,25,urban,51683.96,farmer,0.253,0.786,12,0,25.0299,0.2925,0
18,552.39,1.0,9,60,rural,61262.11,gig_worker,0.148,0.612,17,0,9.94302,0.574,0
14,1028.57,0.937,7,26,rural,61921.13,student,0.521,0.721,15,0,14.39998,0.7290000000000001,0
15,1401.2,1.0,6,50,rural,98799.68,farmer,0.096,0.684,0,1,21.018,0.548,0
19,503.04,0.646,5,50,urban,51245.88,teacher,0.539,0.524,16,0,9.55776,0.5925,0
27,1359.12,0.71,9,36,urban,26511.53,gig_worker,0.193,0.667,9,1,36.696239999999996,0.4515,0
15,797.04,1.0,14,20,urban,56871.47,artisan,0.357,0.59,8,0,11.955599999999999,0.6785,0
27,886.62,0.894,13,27,rural,70906.27,teacher,0.238,0.729,11,1,23.938740000000003,0.5660000000000001,0
15,1273.23,0.835,9,57,urban,50548.15,gig_worker,0.042,0.716,10,0,19.09845,0.4385,0
33,1146.63,0.791,10,59,urban,6000.0,teacher,0.147,0.633,3,1,37.83879,0.46900000000000003,0
11,50.0,0.509,11,18,urban,51996.48,gig_worker,0.388,0.653,0,1,0.55,0.4485,0
17,50.0,1.0,6,46,urban,30662.31,gig_worker,0.063,0.432,0,1,0.85,0.5315,0
18,1115.87,0.464,8,51,rural,18205.33,small_business,0.01,0.818,14,0,20.085659999999997,0.23700000000000002,0
14,779.42,0.938,7,30,urban,45360.36,teacher,0.01,0.592,23,0,10.91188,0.474,0
13,50.0,0.835,12,18,urban,14535.33,small_business,0.221,0.86,4,1,0.65,0.528,0
14,520.37,0.873,13,51,rural,60416.65,artisan,0.073,0.343,15,0,7.28518,0.473,0
22,50.0,0.714,1,46,urban,55155.83,student,0.229,0.817,1,1,1.1,0.4715,0
32,797.31,1.0,15,30,rural,40439.96,student,0.309,0.623,4,1,25.51392,0.6545,0
19,1479.13,0.716,2,46,urban,32098.59,gig_worker,0.315,0.925,16,0,28.10347,0.5155,0
23,492.52,0.816,9,56,urban,38686.21,student,0.276,0.903,2,1,11.32796,0.546,0
24,972.86,0.822,10,41,rural,23803.53,driver,0.524,1.099,5,1,23.34864,0.673,0
16,797.79,0.76,4,43,rural,40613.2,gig_worker,0.457,0.852,5,0,12.76464,0.6085,0
22,1650.58,0.893,11,34,urban,6000.0,driver,0.077,0.54,6,0,36.31276,0.485,0
19,1484.11,0.95,15,24,rural,43596.78,driver,0.314,0.853,15,0,28.198089999999997,0.632,0
19,55.53,0.8,3,30,rural,44055.96,driver,0.306,0.722,0,0,1.05507,0.553,0
16,754.3,0.933,2,22,rural,57212.69,driver,0.054,0.551,5,1,12.0688,0.49350000000000005,0
22,407.12,0.936,8,43,urban,47396.61,student,0.138,0.846,2,1,8.95664,0.537,0
20,549.54,0.892,14,20,urban,59592.03,teacher,0.01,0.694,0,0,10.9908,0.451,0
15,1242.68,1.0,7,24,rural,51846.56,nurse,0.137,1.148,10,0,18.6402,0.5685,0
25,946.55,1.0,9,56,rural,60657.44,teacher,0.317,0.756,6,1,23.66375,0.6585,0
23,1235.76,0.748,3,18,urban,89185.65,artisan,0.38,0.641,0,1,28.42248,0.5640000000000001,0
17,50.0,0.766,1,34,rural,49560.31,nurse,0.552,0.307,11,1,0.85,0.659,0
27,1315.22,0.945,13,60,urban,45312.43,teacher,0.339,0.312,11,1,35.510940000000005,0.642,0
16,1064.04,0.808,9,42,urban,63366.88,artisan,0.281,0.608,4,1,17.024639999999998,0.5445,0
17,1653.48,0.876,14,20,urban,33571.83,student,0.495,0.811,0,0,28.10916,0.6855,0
25,544.59,0.609,5,32,rural,39854.62,driver,0.453,0.875,7,1,13.61475,0.531,0
13,1388.05,0.771,5,46,urban,49577.9,farmer,0.136,0.853,27,0,18.044649999999997,0.4535,0
30,996.03,0.835,3,60,rural,43303.47,gig_worker,0.202,0.332,6,1,29.880899999999997,0.5185,0
16,916.52,0.655,13,49,rural,43222.44,nurse,0.324,0.559,3,1,14.66432,0.48950000000000005,0
9,606.06,0.523,8,43,rural,58196.03,farmer,0.017,0.527,4,0,5.454539999999999,0.27,0
19,802.7,1.0,8,33,rural,11471.01,driver,0.279,0.835,0,0,15.2513,0.6395,0
17,360.35,0.542,1,42,rural,78602.26,nurse,0.286,0.621,16,0,6.1259500000000005,0.41400000000000003,0
14,651.13,1.0,15,45,rural,50746.2,farmer,0.33,0.904,0,0,9.11582,0.665,0
25,554.62,1.0,4,26,urban,34795.3,teacher,0.351,0.688,0,1,13.8655,0.6755,0
20,706.91,0.876,6,18,urban,71304.95,artisan,0.169,0.621,4,1,14.1382,0.5225,0
19,759.13,0.901,9,46,urban,43863.61,driver,0.286,0.653,18,1,14.42347,0.5935,0
14,771.67,0.954,2,39,urban,44338.17,teacher,0.158,0.43,13,1,10.803379999999999,0.5559999999999999,0
31,846.08,0.745,7,33,rural,38135.34,teacher,0.364,0.587,5,1,26.22848,0.5545,0
21,841.23,0.753,10,58,urban,68418.49,driver,0.251,0.773,4,0,17.665830000000003,0.502,0
19,904.03,0.785,1,58,urban,41831.68,nurse,0.365,0.657,3,0,17.176569999999998,0.575,0
16,835.0,0.882,10,24,rural,31948.51,gig_worker,0.01,0.418,3,0,13.36,0.446,0
15,714.76,0.7,4,31,rural,59977.91,small_business,0.026,0.197,6,1,10.7214,0.363,0
22,1065.13,0.729,10,46,urban,63293.2,small_business,0.268,0.435,14,1,23.43286,0.4985,0
26,1456.19,1.0,11,36,rural,70918.95,gig_worker,0.032,0.484,2,1,37.86094,0.516,0
14,682.2,0.876,15,36,urban,53404.78,student,0.372,0.845,22,0,9.5508,0.624,0
25,582.5,0.611,15,19,urban,62632.8,driver,0.373,0.461,15,1,14.5625,0.492,0
17,1038.28,0.974,15,58,rural,37333.44,small_business,0.289,0.595,23,1,17.65076,0.6315,0
14,903.89,0.769,12,32,rural,60464.39,gig_worker,0.173,0.458,0,0,12.654459999999998,0.471,0
17,366.58,0.711,7,20,urban,55365.41,farmer,0.168,0.744,4,1,6.231859999999999,0.4395,0
22,474.37,1.0,3,28,rural,51548.28,gig_worker,0.354,0.804,10,0,10.43614,0.677,0
28,552.71,0.833,3,47,urban,13971.75,student,0.312,0.787,8,0,15.475880000000002,0.5725,0
25,331.61,0.676,15,57,urban,35012.87,nurse,0.091,0.665,13,0,8.29025,0.3835,0
23,1069.15,0.715,4,35,urban,41177.13,artisan,0.283,0.718,12,1,24.59045,0.499,0
25,1232.37,0.847,8,19,rural,51568.73,gig_worker,0.443,0.848,0,0,30.809249999999995,0.645,0
20,444.26,0.846,14,49,rural,85213.27,teacher,0.305,0.616,3,1,8.885200000000001,0.5755,0
20,169.78,0.904,3,25,urban,57466.39,teacher,0.164,0.647,7,1,3.3956,0.534,0
14,936.34,0.512,8,39,urban,27419.76,artisan,0.187,0.864,0,1,13.10876,0.34950000000000003,0
21,865.41,0.619,10,23,rural,33355.62,driver,0.164,0.663,5,1,18.17361,0.3915,0
11,2000.93,0.786,9,29,urban,67017.55,teacher,0.154,0.694,11,0,22.01023,0.47000000000000003,0
12,1183.76,0.724,12,57,urban,32564.04,farmer,0.038,0.92,17,0,14.205119999999999,0.381,0
17,286.37,0.626,8,53,rural,60336.68,gig_worker,0.236,0.613,10,0,4.86829,0.431,0
22,374.18,0.887,15,32,urban,44110.0,artisan,0.01,0.822,0,0,8.23196,0.4485,0
16,1007.68,0.902,8,45,rural,39005.0,farmer,0.337,0.804,8,1,16.12288,0.6195,0
12,822.6,1.0,9,35,urban,32836.82,driver,0.171,0.72,15,0,9.8712,0.5855,0
16,794.8,0.947,4,19,rural,6000.0,teacher,0.418,0.706,0,1,12.7168,0.6825,0
24,883.44,0.907,12,30,urban,51715.52,artisan,0.071,0.409,7,1,21.202560000000002,0.489,0
32,1237.68,0.789,3,32,rural,23061.66,small_business,0.2,1.016,15,0,39.605760000000004,0.49450000000000005,0
17,1777.04,1.0,8,37,urban,16469.38,gig_worker,0.237,0.642,7,0,30.20968,0.6185,0
21,1514.71,0.76,1,46,rural,46459.94,small_business,0.047,0.792,6,0,31.80891,0.4035,0
26,342.75,0.758,14,59,rural,60531.77,nurse,0.293,0.858,17,0,8.9115,0.5255,0
20,582.71,0.994,15,46,urban,11457.45,driver,0.048,0.746,7,1,11.654200000000001,0.521,0
23,50.0,0.532,10,20,urban,60061.12,nurse,0.284,0.907,7,1,1.15,0.40800000000000003,0
23,955.47,0.806,1,36,rural,25742.29,small_business,0.442,0.845,6,0,21.975810000000003,0.624,0
15,587.46,0.838,4,20,rural,53680.76,small_business,0.309,0.349,16,1,8.811900000000001,0.5735,0
10,840.3,0.747,10,31,urban,52421.09,small_business,0.153,0.676,8,0,8.403,0.45,0
15,438.56,1.0,3,57,urban,38280.42,nurse,0.395,0.297,6,1,6.578399999999999,0.6975,0
9,433.26,0.909,10,21,rural,42537.71,artisan,0.568,0.629,5,1,3.89934,0.7384999999999999,0
15,79.82,0.873,2,28,urban,34868.39,driver,0.257,0.525,0,0,1.1973,0.565,0
20,690.4,0.832,9,48,rural,46743.67,student,0.122,0.511,11,0,13.808,0.477,0
27,1134.47,0.756,12,60,rural,46584.71,gig_worker,0.232,0.708,7,1,30.63069,0.494,0
18,513.02,0.446,12,49,rural,25370.07,student,0.037,0.798,9,0,9.23436,0.2415,0
16,1175.82,0.918,12,44,urban,17559.03,artisan,0.39,0.388,2,1,18.813119999999998,0.654,0
18,504.35,0.993,5,47,urban,60150.38,gig_worker,0.266,1.071,0,1,9.0783,0.6295,0
16,850.34,0.819,3,60,rural,45672.19,farmer,0.141,0.762,3,1,13.60544,0.48,0
21,1527.78,0.551,9,19,rural,57657.05,student,0.298,0.668,0,1,32.08338,0.4245,0
28,606.08,0.731,8,26,rural,29932.73,farmer,0.146,0.664,3,1,16.97024,0.4385,0
28,962.54,0.734,4,45,urban,27160.11,student,0.191,0.37,26,0,26.95112,0.4625,0
20,979.86,0.737,10,48,urban,23786.94,small_business,0.22,0.561,11,0,19.5972,0.4785,0
30,986.41,0.91,5,51,urban,38746.36,driver,0.491,0.488,9,1,29.592299999999998,0.7005,0
27,1115.09,0.584,11,32,rural,46184.03,student,0.051,0.554,0,1,30.107429999999997,0.3175,0
21,973.14,0.785,12,42,urban,32211.15,driver,0.336,0.79,1,1,20.43594,0.5605,0
24,336.51,0.791,5,53,urban,70166.84,teacher,0.114,0.535,6,0,8.07624,0.4525,0
15,643.27,1.0,8,25,urban,30441.34,teacher,0.485,0.749,0,0,9.649049999999999,0.7424999999999999,0
16,1137.81,0.891,7,26,urban,46478.33,artisan,0.082,0.788,9,1,18.20496,0.4865,0
19,1202.31,0.741,3,54,rural,26105.22,student,0.086,0.72,4,0,22.84389,0.4135,0
17,478.58,1.0,6,56,urban,29883.84,nurse,0.335,1.038,27,0,8.13586,0.6675,0
32,1336.29,0.603,6,49,urban,40445.92,student,0.22,0.732,18,0,42.76128,0.4115,0
20,611.39,0.699,2,34,urban,27012.55,student,0.343,0.941,12,0,12.227799999999998,0.521,0
34,1016.29,0.493,15,52,urban,43609.48,teacher,0.403,1.017,4,1,34.55386,0.448,0
19,947.6,1.0,13,54,urban,49924.52,artisan,0.249,0.656,19,0,18.0044,0.6245,0
17,393.47,0.859,1,36,urban,61680.74,gig_worker,0.373,1.22,0,1,6.68899,0.616,0
28,712.87,0.782,7,46,rural,22561.75,gig_worker,0.01,0.914,12,0,19.96036,0.396,0
22,50.0,1.0,3,24,urban,45021.16,artisan,0.275,0.495,4,0,1.1,0.6375,0
19,653.18,0.716,5,45,urban,40884.93,nurse,0.191,0.906,11,1,12.410419999999998,0.4535,0
21,1466.81,0.74,8,26,urban,8732.74,farmer,0.446,0.562,6,0,30.803009999999997,0.593,0
26,50.0,1.0,5,45,rural,21681.83,small_business,0.01,0.774,0,1,1.3,0.505,0
19,415.58,0.716,11,23,rural,50549.05,driver,0.11,0.881,6,0,7.896019999999999,0.413,0
20,619.31,0.733,5,46,rural,17652.18,farmer,0.023,0.836,15,1,12.386199999999999,0.378,0
15,50.0,0.832,5,34,rural,40678.43,artisan,0.252,0.566,22,0,0.75,0.542,0
17,50.0,0.881,11,33,rural,6000.0,gig_worker,0.258,0.529,16,1,0.85,0.5695,0
21,1880.11,0.953,7,40,urban,40146.86,farmer,0.226,0.49,5,1,39.48231,0.5895,0
27,1143.44,0.782,2,48,rural,6000.0,nurse,0.34,0.964,0,0,30.872880000000002,0.561,0
27,1349.79,0.518,14,20,urban,31117.59,small_business,0.386,0.844,6,0,36.44433,0.452,0
20,1025.14,0.884,1,38,urban,34120.7,gig_worker,0.275,0.904,25,0,20.502800000000004,0.5795,0
15,1139.78,0.857,11,43,rural,44214.46,nurse,0.02,0.365,0,0,17.096700000000002,0.4385,0
17,690.81,0.852,4,53,urban,37454.08,artisan,0.137,0.818,7,1,11.743769999999998,0.4945,0
9,1371.44,0.684,5,59,rural,19753.79,farmer,0.323,0.562,0,0,12.342960000000001,0.5035000000000001,0
19,1567.0,0.482,7,54,urban,20090.13,driver,0.258,0.48,0,1,29.773,0.37,0
18,511.75,0.814,1,39,rural,12946.05,teacher,0.123,0.441,22,1,9.2115,0.46849999999999997,0
22,726.08,0.649,9,59,rural,41564.79,nurse,0.375,0.694,8,0,15.97376,0.512,0
11,559.86,0.92,11,29,rural,44922.36,gig_worker,0.309,0.636,12,0,6.15846,0.6145,0
19,807.24,0.955,12,59,rural,54049.35,farmer,0.373,0.774,8,0,15.33756,0.6639999999999999,0
17,1220.43,0.543,12,30,rural,32997.45,teacher,0.277,0.701,13,0,20.747310000000002,0.41000000000000003,0
23,760.62,0.694,10,28,rural,10781.82,teacher,0.113,0.801,15,1,17.494259999999997,0.40349999999999997,0
18,50.0,1.0,4,33,urban,36312.01,farmer,0.438,0.653,2,0,0.9,0.719,0
19,1334.87,0.74,6,25,urban,42198.85,small_business,0.322,0.536,22,0,25.36253,0.531,0
21,467.89,0.855,11,57,rural,21034.52,farmer,0.3,0.856,18,1,9.82569,0.5775,0
